index	author_name	author_contact	orcid	author_list	matrix_file_id	title	description	cellannotation_schema_version	cellannotation_timestamp	cellannotation_version	cellannotation_url
1	Trygve E Bakken		https://orcid.org/0000-0003-3373-7386		CellXGene_dataset:015c230d-650c-4527-870d-8a805849a382	Human neocortex MTG	Cellular and molecular characterization of human cortical cytoarchitecture. Dissection: Middle temporal gyrus (MTG).	4.0.0			
